Year,Term,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2019,Fall,2019-fa,CS,424,Real-Time Systems,11,10,4,8,0,2,0,0,0,0,0,0,0,0,"Abdelzaher, Tarek"
2019,Fall,2019-fa,CS,425,Distributed Systems,3,6,18,34,26,64,0,1,0,0,1,0,12,1,"Gupta, Indranil"
2019,Fall,2019-fa,CS,425,Distributed Systems,9,25,75,49,27,7,0,4,0,0,0,0,0,0,"Gupta, Indranil"
2019,Fall,2019-fa,CS,425,Distributed Systems,3,0,10,5,7,0,0,1,0,0,0,0,0,0,"Gupta, Indranil"
2019,Fall,2019-fa,CS,426,Compiler Construction,1,10,8,6,2,2,0,1,0,0,0,0,0,1,"Adve, Vikram S"
2019,Fall,2019-fa,CS,427,Software Engineering I,7,9,15,17,24,4,4,3,2,0,0,0,1,0,"Rosu, Grigore"
2019,Fall,2019-fa,CS,433,Computer System Organization,3,5,11,9,4,2,1,0,0,0,0,0,0,0,"Adve, Sarita V"
2019,Fall,2019-fa,CS,438,Communication Networks,7,26,22,18,11,15,2,1,0,0,0,0,0,0,"Al-Hassanieh, Haitham"
2019,Fall,2019-fa,CS,440,Artificial Intelligence,52,64,43,18,37,18,15,15,8,1,4,5,10,1,"Fleck, Margaret M"
2019,Fall,2019-fa,CS,445,Computational Photography,18,56,12,8,9,4,4,1,0,1,5,2,2,0,"Hoiem, Derek W"
2019,Fall,2019-fa,CS,446,Machine Learning,20,28,34,11,8,4,4,3,0,0,0,1,7,2,"Koyejo, Oluwasanmi O"
2019,Fall,2019-fa,CS,447,Natural Language Processing,17,37,13,6,7,0,0,1,1,0,0,0,1,0,"Hockenmaier, Julia C"
2019,Fall,2019-fa,CS,450,Numerical Analysis,0,25,17,14,18,9,14,8,5,3,4,4,1,2,"Olson, Luke"
2019,Fall,2019-fa,CS,450,Numerical Analysis,8,3,2,3,2,0,1,1,0,0,0,0,2,1,"Shaffer, Eric G"
2019,Fall,2019-fa,CS,461,Computer Security I,5,9,28,8,18,30,0,18,11,0,11,0,8,0,"Bates, Adam M"
2019,Fall,2019-fa,CS,465,User Interface Design,2,25,25,23,35,5,2,0,0,0,1,0,2,0,"Bailey, Brian P"
2019,Fall,2019-fa,CS,466,Introduction to Bioinformatics,2,17,9,6,3,4,0,3,0,0,1,0,0,0,"El-Kebir, Mohammed"
2019,Fall,2019-fa,CS,473,Algorithms,7,13,13,9,14,5,7,5,5,2,1,1,0,1,"Forbes, Michael A"
2019,Fall,2019-fa,CS,498,Applied Cryptography,8,5,4,1,1,1,1,1,0,0,1,0,1,1,"Miller, Andrew E"
2019,Fall,2019-fa,CS,498,Cyber Dystopia,10,14,2,2,0,2,0,0,0,0,0,0,0,0,"Gunter, Carl"
2019,Fall,2019-fa,CS,498,Cloud Networking,1,24,9,8,3,3,1,2,1,0,0,1,10,2,"Godfrey, Philip B"
2019,Fall,2019-fa,CS,498,Computational Advertising,6,30,14,7,7,5,0,0,0,0,0,0,0,0,"Sundaram, Hari"
2019,Fall,2019-fa,CS,498,Internet of Things,13,36,11,1,1,0,0,0,0,0,0,0,0,0,"Caesar, Matthew C"
2019,Fall,2019-fa,CS,498,Reinforcement Learning,5,24,8,5,2,2,0,0,1,0,1,0,0,0,"Jiang, Nan"
2019,Fall,2019-fa,CS,498,Virtual Reality,3,47,31,22,23,16,4,3,0,1,0,0,1,0,"Shaffer, Eric G"
2019,Fall,2019-fa,CS,510,Advanced Information Retrieval,7,52,20,1,1,0,0,0,0,0,0,0,0,1,"Zhai, Chengxiang"
2019,Fall,2019-fa,CS,523,Advanced Operating Systems,3,8,16,8,1,0,0,0,0,0,0,0,0,0,"Xu, Tianyin"
2019,Fall,2019-fa,CS,554,Parallel Numerical Algorithms,7,10,3,3,0,0,1,0,0,0,0,0,0,0,"Solomonik, Edgar V"
2019,Fall,2019-fa,CS,598,Foundations of Data Curation,193,70,7,7,3,0,0,1,0,0,0,0,2,1,"Renear, Allen H"
2019,Fall,2019-fa,CS,598,Adversarial Machine Learning,0,19,5,1,0,0,0,0,0,0,0,0,0,0,"Li, Bo"
2019,Fall,2019-fa,CS,598,Deep Learning Theory,2,13,9,0,3,0,0,0,0,0,0,0,0,0,"Telgarsky, Matus J"
2019,Fall,2019-fa,CS,598,Advanced Bayesian Modeling,12,32,6,10,12,1,2,1,0,1,0,0,0,3,"Park, Trevor H"
2019,Fall,2019-fa,CS,598,Consensus Algorithms,9,6,4,8,0,0,0,0,0,0,0,0,0,0,"Ren, Ling"
2019,Fall,2019-fa,CS,598,Mach Lrng for Signal Processng,14,33,20,5,3,0,0,1,0,0,0,0,0,1,"Smaragdis, Paris"
2019,Fall,2019-fa,CS,598,Practical Statistical Learning,18,101,28,14,2,7,5,1,0,0,0,0,0,0,"Zhu, Ruoqing"
2019,Fall,2019-fa,CW,100,Intro to Creative Writing,0,15,2,0,1,3,1,0,0,0,0,0,1,0,"Price, Julie P"
2019,Fall,2019-fa,CW,100,Intro to Creative Writing,0,9,3,6,3,0,0,2,0,1,0,0,0,0,"Davenport, Stephen M"
2019,Fall,2019-fa,CW,100,Intro to Creative Writing,0,14,4,2,2,1,0,0,1,0,0,0,0,0,"Price, Julie P"
2019,Fall,2019-fa,CWL,114,Global Consciousness and Lit,39,15,4,1,4,6,2,2,1,0,1,0,3,0,"Hassan, Wail S"
2019,Fall,2019-fa,CWL,189,Lit of Asia & Africa I,6,9,3,4,3,0,1,0,0,0,1,1,2,1,"Kuras, Ewa M"
2019,Fall,2019-fa,CWL,241,Early Masterpieces West Cultur,4,8,3,1,2,2,0,0,0,0,1,0,2,0,"Stoeckl, Stephanie J"
2019,Fall,2019-fa,CWL,241,Early Masterpieces West Cultur,6,10,2,2,1,1,0,0,0,0,0,0,0,0,"Casey, Mary S"
2019,Fall,2019-fa,DANC,100,Intro to Contemporary Dance,3,13,2,5,1,0,0,0,0,1,0,0,0,0,"Rizzuto, Rachel E"
2019,Fall,2019-fa,DANC,100,Intro to Contemporary Dance,0,16,2,3,0,0,0,0,0,0,0,0,0,0,"Johnston, Philip T"
2019,Fall,2019-fa,DANC,100,Intro to Contemporary Dance,6,23,0,0,0,0,0,0,1,0,0,0,0,0,"Clay, Jaylen D"
2019,Fall,2019-fa,DANC,100,Intro to Contemporary Dance,28,51,4,2,5,2,0,0,1,0,0,0,1,0,"Beck, Kenneth D"
2019,Fall,2019-fa,DANC,100,Intro to Contemporary Dance,35,44,3,8,3,1,1,0,0,0,0,2,0,0,"Beck, Kenneth D"
2019,Fall,2019-fa,DANC,105,Jazz Dance I,4,7,6,2,0,1,0,1,0,0,0,0,2,0,"Emadian, Elliot R"
2019,Fall,2019-fa,DANC,125,Black Dances of Resistance,1,6,6,6,3,0,4,0,0,0,3,1,0,0,"Nance, Curtis K"
2019,Fall,2019-fa,DANC,167,Beginning Ballet Tech Elect,0,1,3,3,5,4,3,0,3,0,0,0,0,0,"Taylor, Endalyn M"
2019,Fall,2019-fa,DANC,200,Explore Music through Dance,23,48,2,0,4,1,0,1,0,0,0,0,3,0,"Toenjes, John M"
2019,Fall,2019-fa,EALC,240,Chinese Civilization,3,8,3,3,5,3,0,0,0,0,0,0,0,0,"Cai, Zong-Qi"
2019,Fall,2019-fa,EALC,250,Intro to Japanese Culture,0,4,4,3,4,1,1,0,1,2,0,0,1,0,"Tyger, Suzette N"
2019,Fall,2019-fa,EALC,275,Masterpieces of East Asian Lit,10,6,3,0,2,1,0,0,0,0,1,0,0,0,"Pu, Yujie"
2019,Fall,2019-fa,EALC,398,CHIN Language Processing,11,6,4,2,1,1,0,0,0,0,0,0,0,0,"Shih, Chilin"
2019,Fall,2019-fa,ECE,110,Introduction to Electronics,24,37,17,12,15,9,6,5,2,1,0,0,3,0,"Schmitz, Christopher"
2019,Fall,2019-fa,ECE,110,Introduction to Electronics,16,31,12,10,12,7,4,6,0,1,3,1,2,0,"Chen, Yun-Sheng"
2019,Fall,2019-fa,ECE,110,Introduction to Electronics,16,26,17,7,8,4,8,3,5,1,1,2,6,1,"Ravaioli, Umberto"
2019,Fall,2019-fa,ECE,110,Introduction to Electronics,7,21,10,4,8,3,4,3,2,0,1,1,1,0,"Choi, Hyungsoo"
2019,Fall,2019-fa,ECE,120,Introduction to Computing,1,10,6,7,16,5,8,2,2,2,1,1,0,0,"Bhowmik, Ujjal K"
2019,Fall,2019-fa,ECE,120,Introduction to Computing,5,23,19,13,16,12,7,6,3,2,1,1,1,0,"Choi, Dong San"
2019,Fall,2019-fa,ECE,120,Introduction to Computing,2,19,17,11,13,12,4,7,4,3,3,3,2,0,"Levchenko, Kirill I"
2019,Fall,2019-fa,ECE,120,Introduction to Computing,1,26,12,15,17,4,4,9,2,1,0,0,1,0,"Jones, Douglas L"
2019,Fall,2019-fa,ECE,199,Undergraduate Open Seminar,22,1,2,2,0,0,0,0,0,0,0,0,0,0,"Schmitz, Christopher"
2019,Fall,2019-fa,ECE,205,Electrical & Electronic Ckts,33,66,22,24,24,19,14,8,16,4,3,2,5,0,"Radhakrishnan, Chandrasek"
2019,Fall,2019-fa,ECE,206,Electrical & Electronics Lab,7,11,10,1,0,0,0,0,0,0,1,0,0,0,"Radhakrishnan, Chandrasek"
2019,Fall,2019-fa,ECE,206,Electrical & Electronics Lab,2,16,3,0,1,0,0,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
2019,Fall,2019-fa,ECE,206,Electrical & Electronics Lab,3,18,6,2,0,0,0,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
2019,Fall,2019-fa,ECE,210,Analog Signal Processing,3,4,2,7,5,12,5,5,7,2,1,3,1,0,"Peng, Zhen"
2019,Fall,2019-fa,ECE,210,Analog Signal Processing,4,8,3,13,15,7,7,8,6,3,0,0,1,0,"Alvarez, Juan"
2019,Fall,2019-fa,ECE,210,Analog Signal Processing,2,6,6,6,13,13,13,10,3,1,0,2,2,0,"Shao, Yang V"
2019,Fall,2019-fa,ECE,210,Analog Signal Processing,8,4,6,5,8,8,10,10,3,1,0,1,3,0,"He, Wei"
2019,Fall,2019-fa,ECE,211,Analog Circuits & Systems,1,1,2,4,7,3,1,2,0,1,1,1,0,0,"He, Wei"
2019,Fall,2019-fa,ECE,220,Computer Systems & Programming,8,26,13,15,13,8,7,5,1,4,4,2,3,0,"Chen, Yuting W"
2019,Fall,2019-fa,ECE,220,Computer Systems & Programming,2,6,8,2,4,2,4,1,1,0,1,1,0,0,"Bhowmik, Ujjal K"
2019,Fall,2019-fa,ECE,220,Computer Systems & Programming,3,5,7,5,8,6,3,1,3,0,3,1,0,0,"Kindratenko, Volodymyr"
2019,Fall,2019-fa,ECE,220,Computer Systems & Programming,4,7,3,1,3,2,1,3,0,0,0,2,0,0,"Moon, Thomas"
2019,Fall,2019-fa,ECE,304,Photonic Devices,6,2,1,4,4,2,1,1,0,0,0,0,0,0,"Choquette, Kent D"
2019,Fall,2019-fa,ECE,310,Digital Signal Processing,2,5,1,4,9,2,3,7,4,1,0,0,0,0,"Liang, Zhi-Pei"
2019,Fall,2019-fa,ECE,310,Digital Signal Processing,1,11,9,5,11,7,3,13,2,3,1,1,1,0,"Katselis, Dimitrios"
2019,Fall,2019-fa,ECE,310,Digital Signal Processing,6,10,17,6,13,8,5,20,1,2,1,0,1,0,"Kamalabadi, Farzad"
2019,Fall,2019-fa,ECE,311,Digital Signal Processing Lab,3,12,6,1,2,1,1,2,0,0,0,0,1,0,"Katselis, Dimitrios"
2019,Fall,2019-fa,ECE,311,Digital Signal Processing Lab,1,17,6,4,1,1,0,3,0,1,0,0,2,0,"Katselis, Dimitrios"
2019,Fall,2019-fa,ECE,311,Digital Signal Processing Lab,5,17,7,1,2,0,2,1,0,0,0,0,2,0,"Katselis, Dimitrios"
2019,Fall,2019-fa,ECE,311,Digital Signal Processing Lab,1,15,6,1,4,2,4,1,1,0,2,1,0,0,"Katselis, Dimitrios"
2019,Fall,2019-fa,ECE,313,Probability with Engrg Applic,5,1,7,9,4,8,6,8,6,2,1,0,1,0,"Hajek, Bruce"
2019,Fall,2019-fa,ECE,313,Probability with Engrg Applic,2,5,6,7,6,6,11,6,3,3,3,6,2,0,"Ochoa-Alvarez, Idoia"
2019,Fall,2019-fa,ECE,313,Probability with Engrg Applic,2,4,7,5,4,10,8,7,7,5,1,3,4,1,"Katselis, Dimitrios"
2019,Fall,2019-fa,ECE,313,Probability with Engrg Applic,0,5,6,5,5,4,7,7,5,3,0,0,2,1,"Do, Minh N"
2019,Fall,2019-fa,ECE,316,Ethics and Engineering,5,19,4,2,0,0,1,0,0,0,0,0,0,0,"Hillmer, Philip M"
2019,Fall,2019-fa,ECE,329,Fields and Waves I,1,7,1,4,5,7,7,4,0,2,1,1,3,2,"Lee, Minjoo L"
2019,Fall,2019-fa,ECE,329,Fields and Waves I,10,13,1,8,6,10,5,0,1,1,1,0,1,0,"Ilie, Raluca"
2019,Fall,2019-fa,ECE,329,Fields and Waves I,8,11,4,3,4,3,3,3,5,2,2,0,4,0,"Zhao, Yang"
2019,Fall,2019-fa,ECE,330,Power Ckts & Electromechanics,5,9,7,3,12,7,1,12,0,4,4,0,3,0,"Schuh, Jonathon K"
2019,Fall,2019-fa,ECE,330,Power Ckts & Electromechanics,2,9,5,4,7,2,4,6,2,4,3,0,3,0,"Zhang, Richard Y"
2019,Fall,2019-fa,ECE,333,Green Electric Energy,18,16,15,9,2,4,5,4,0,0,0,1,0,0,"Gross, George"
2019,Fall,2019-fa,ECE,340,Semiconductor Electronics,0,6,0,2,5,2,2,2,2,2,1,1,6,1,"Kim, Kyekyoon"
2019,Fall,2019-fa,ECE,340,Semiconductor Electronics,4,8,5,3,7,3,2,10,3,1,3,1,1,0,"Gilbert, Matthew"
2019,Fall,2019-fa,ECE,340,Semiconductor Electronics,3,1,3,3,4,3,1,6,3,1,2,2,2,0,"Leburton, Jean-Pierre"
2019,Fall,2019-fa,ECE,342,Electronic Circuits,5,7,8,5,12,6,3,4,4,0,1,0,3,0,"Zhou, Jin"
2019,Fall,2019-fa,ECE,342,Electronic Circuits,2,7,9,10,10,7,3,6,1,0,1,0,3,0,"Chen, Xu"
2019,Fall,2019-fa,ECE,343,Electronic Circuits Laboratory,1,16,3,1,0,0,1,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
2019,Fall,2019-fa,ECE,350,Fields and Waves II,6,9,4,3,2,3,2,1,0,0,0,1,2,0,"Kudeki, Erhan"
2019,Fall,2019-fa,ECE,365,Data Science and Engineering,7,24,11,7,3,0,0,0,0,0,2,0,2,0,"Veeravalli, Venugopal V"
2019,Fall,2019-fa,ECE,380,Biomedical Imaging,1,8,7,1,2,2,0,0,0,0,0,0,0,0,"Gao, Liang"
2019,Fall,2019-fa,ECE,385,Digital Systems Laboratory,19,37,26,36,46,28,23,18,3,8,3,5,1,0,"Cheng, Zuofu"
2019,Fall,2019-fa,ECE,391,Computer Systems Engineering,6,49,21,36,35,20,22,13,6,5,4,1,0,0,"Lumetta, Steven S"
2019,Fall,2019-fa,ECE,395,Advanced Digital Projects Lab,17,6,6,0,2,0,0,0,0,0,0,0,1,0,"Haken, Lippold"
2019,Fall,2019-fa,ECE,402,Electronic Music Synthesis,5,16,1,1,8,0,1,2,0,0,2,0,1,0,"Haken, Lippold"
2019,Fall,2019-fa,ECE,408,Applied Parallel Programming,4,63,25,19,65,46,23,8,7,1,0,0,0,1,"Hwu, Wen-Mei W"
2019,Fall,2019-fa,ECE,411,Computer Organization & Design,2,11,12,11,6,9,4,5,9,1,2,1,5,0,"Kumar, Rakesh"
2019,Fall,2019-fa,ECE,417,Multimedia Signal Processing,5,18,8,5,8,8,2,2,0,0,0,0,0,0,"Hasegawa-Johnso, Mark A"
2019,Fall,2019-fa,ECE,420,Embedded DSP Laboratory,4,11,9,7,0,3,0,0,0,0,2,0,1,0,"Brokish, Jeffrey M"
2019,Fall,2019-fa,ECE,425,Intro to VLSI System Design,0,3,3,6,5,2,3,0,0,0,1,0,1,0,"Aggarwal, Anu"
2019,Fall,2019-fa,ECE,437,Sensors and Instrumentation,6,25,3,1,0,0,0,0,0,0,0,0,0,0,"Gruev, Viktor"
2019,Fall,2019-fa,ECE,444,IC Device Theory & Fabrication,0,5,6,7,4,3,2,0,0,0,1,0,0,0,"Li, Xiuling"
2019,Fall,2019-fa,ECE,444,IC Device Theory & Fabrication,3,8,2,0,7,2,0,3,0,0,0,0,0,0,"Lyding, Joseph W"
2019,Fall,2019-fa,ECE,445,Senior Design Project Lab,12,26,8,16,25,6,2,5,0,0,2,0,0,0,"Fliflet, Arne W"
2019,Fall,2019-fa,ECE,464,Power Electronics,13,13,12,3,17,2,8,6,4,2,0,0,0,0,"Banerjee, Arijit"
2019,Fall,2019-fa,ECE,469,Power Electronics Laboratory,9,19,6,3,4,0,0,2,0,0,0,0,0,0,"Banerjee, Arijit"
2019,Fall,2019-fa,ECE,476,Power System Analysis,3,6,4,0,9,5,0,4,2,0,0,0,0,0,"Dominguez-Garci, Alejandr"
2019,Fall,2019-fa,ECE,482,Digital IC Design,0,9,6,7,7,1,3,0,1,1,0,0,1,0,"Rosenbaum, Elyse"
2019,Fall,2019-fa,ECE,486,Control Systems,1,20,17,5,11,4,1,0,1,0,0,0,0,1,"Liberzon, Daniel M"
2019,Fall,2019-fa,ECE,515,Control System Theory & Design,10,29,16,7,1,0,0,0,0,0,0,0,0,0,"Dong, Roy"
2019,Fall,2019-fa,ECE,517,Nonlinear & Adaptive Control,0,14,9,1,0,0,0,0,0,0,0,0,0,0,"Liberzon, Daniel M"
2019,Fall,2019-fa,ECE,534,Random Processes,8,26,16,6,4,2,0,0,0,0,0,0,1,1,"Shomorony, Ilan"
2019,Fall,2019-fa,ECE,540,Computational Electromagnetics,10,9,6,0,1,0,0,0,0,0,0,0,0,0,"Jin, Jianming"
2019,Fall,2019-fa,ECE,544,Pattern Recognition,10,23,28,6,16,0,0,0,0,0,0,0,0,0,"Schwing, Alexander G"
2019,Fall,2019-fa,ECE,551,Digital Signal Processing II,6,18,2,1,3,4,0,1,0,0,0,0,0,0,"Yarkony, Elad"
2019,Fall,2019-fa,ECE,563,Information Theory,6,13,5,1,0,0,0,0,0,0,0,0,1,1,"Milenkovic, Olgica"
2019,Fall,2019-fa,ECE,564,Modern Light Microscopy,7,12,4,0,3,0,0,0,0,0,0,0,0,0,"Popescu, Gabriel"
2019,Fall,2019-fa,ECE,566,Computational Inference,4,9,5,4,2,0,0,0,0,0,0,0,0,0,"Moulin, Pierre"
2019,Fall,2019-fa,ECE,598,Deep Learning in Hardware,3,3,7,6,1,0,1,1,0,0,0,0,1,1,"Shanbhag, Naresh R"
2019,Fall,2019-fa,ECE,598,Learning-Based Robotics,0,20,5,4,1,0,0,0,0,0,0,0,0,1,"Gupta, Saurabh"
2019,Fall,2019-fa,ECE,598,2D Material Electr & Photonics,5,5,5,3,3,0,0,0,0,0,0,0,0,0,"Zhu, Wenjuan"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,4,6,3,6,2,2,2,3,1,1,1,0,3,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,5,7,3,2,3,0,1,2,2,1,0,0,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,4,6,1,5,8,5,2,1,1,1,0,0,1,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,4,6,5,7,6,2,0,4,1,1,0,0,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,4,8,7,4,1,4,3,2,3,0,0,0,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,1,7,9,5,1,2,4,1,0,0,1,2,0,1,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,5,11,7,2,4,3,0,3,0,0,0,1,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,6,9,9,3,4,4,0,1,0,1,0,0,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,3,12,2,3,4,2,3,2,1,1,1,0,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,3,9,6,1,5,2,4,1,2,0,0,2,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,6,3,4,3,3,4,0,2,2,1,1,1,3,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,2,8,6,3,3,1,2,3,1,1,3,0,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,3,8,3,6,4,3,1,3,0,1,1,1,1,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,5,9,4,4,4,1,2,0,3,0,0,0,2,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,4,8,8,3,4,4,2,1,0,0,1,1,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,4,8,4,7,5,2,0,2,1,2,1,0,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,5,13,5,2,6,1,0,1,0,1,2,0,0,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,475,201,49,31,33,9,15,16,6,3,4,0,15,2,"Vazquez, Jose J"
2019,Fall,2019-fa,ECON,102,Microeconomic Principles,524,178,47,33,14,9,13,11,5,2,9,2,14,1,"Vazquez, Jose J"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,11,2,4,9,3,1,3,0,0,2,0,3,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,7,6,6,2,6,6,3,0,0,0,0,1,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,4,7,2,7,5,4,0,1,0,1,0,1,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,6,2,6,6,7,1,2,2,0,2,1,1,1,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,6,11,5,5,0,1,2,0,2,1,0,1,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,8,6,5,3,4,3,1,1,0,1,1,2,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,8,3,10,6,2,4,2,0,0,0,1,0,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,13,11,2,6,4,0,0,0,0,0,0,1,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,7,8,7,7,4,0,4,0,0,1,0,0,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,5,4,3,13,4,5,1,1,1,1,0,0,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,2,5,3,10,2,3,3,0,1,0,2,2,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,4,4,6,6,1,2,2,1,3,2,1,2,1,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,4,8,7,3,1,5,3,1,1,0,1,0,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,9,6,7,3,1,3,3,2,2,0,0,0,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,15,5,4,5,3,1,0,0,1,1,0,0,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,11,6,6,5,2,2,2,1,2,0,0,0,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,5,4,6,6,1,2,2,3,0,0,0,4,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,6,4,6,6,3,4,3,2,0,1,0,0,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,6,7,7,6,6,1,2,1,0,0,0,0,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,4,4,7,5,3,2,3,2,0,3,1,1,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,103,Macroeconomic Principles,0,6,3,6,5,2,5,0,3,1,1,0,2,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,202,Economic Statistics I,4,10,2,0,9,1,0,4,2,1,1,0,0,0,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,202,Economic Statistics I,1,15,0,2,9,0,1,6,0,0,2,1,1,0,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,202,Economic Statistics I,3,12,0,1,6,1,1,9,0,1,0,0,0,0,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,202,Economic Statistics I,0,10,3,1,11,0,1,5,0,1,0,0,0,0,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,202,Economic Statistics I,2,6,3,1,8,1,0,5,0,1,0,0,2,0,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,202,Economic Statistics I,2,19,1,1,5,1,0,3,2,1,0,0,0,0,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,202,Economic Statistics I,5,15,2,0,7,0,0,1,1,1,0,0,0,1,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,202,Economic Statistics I,4,13,3,0,2,0,1,2,1,2,2,0,0,0,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,202,Economic Statistics I,2,8,0,5,5,2,3,2,2,0,1,0,0,0,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,203,Economic Statistics II,12,8,5,4,9,1,2,1,1,1,0,0,4,0,"Armendariz Buau, Ramses Y"
2019,Fall,2019-fa,ECON,203,Economic Statistics II,10,4,4,7,1,2,3,5,2,0,0,1,1,0,"Armendariz Buau, Ramses Y"
2019,Fall,2019-fa,ECON,203,Economic Statistics II,7,1,3,2,6,5,1,3,1,2,2,2,3,0,"Armendariz Buau, Ramses Y"
2019,Fall,2019-fa,ECON,203,Economic Statistics II,17,2,1,5,2,2,6,2,1,2,0,1,3,0,"Armendariz Buau, Ramses Y"
2019,Fall,2019-fa,ECON,203,Economic Statistics II,8,6,1,5,2,2,3,1,2,3,2,0,7,0,"Armendariz Buau, Ramses Y"
2019,Fall,2019-fa,ECON,203,Economic Statistics II,8,3,4,4,4,2,4,0,5,3,1,0,4,1,"Armendariz Buau, Ramses Y"
2019,Fall,2019-fa,ECON,203,Economic Statistics II,9,1,5,6,4,1,1,2,2,0,0,1,1,1,"Armendariz Buau, Ramses Y"
2019,Fall,2019-fa,ECON,203,Economic Statistics II,14,2,7,3,1,2,1,2,1,0,1,1,5,0,"Armendariz Buau, Ramses Y"
2019,Fall,2019-fa,ECON,203,Economic Statistics II,8,0,1,2,2,2,1,0,0,2,1,0,3,0,"Armendariz Buau, Ramses Y"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,4,4,2,4,5,4,4,3,2,2,0,1,2,1,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,4,3,2,5,5,2,6,1,1,2,3,2,2,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,8,6,4,6,3,8,3,0,2,0,0,0,1,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,6,8,4,5,3,5,3,2,0,3,2,0,1,0,"DiIanni, Isaac"
