Course,Title,Description,Credits,ACP,CS,HUM,NAT,QR,SBS,Average GPA,Best Instructor,Best Instructor GPA,Consider
HIST276,Afro-American Hist Since 1877,History of Afro-Americans in the age of white supremacy; the rise of modern protest organizations; the era of integration; and the black power movement. ,3,,US,HP,,,,3.45,"Mumford, Kevin",3.45
HIST277,Encounters in Native America,"An examination of pivotal events in the history of Native peoples in North America. Students will explore the complexity of encounters between American Indians and others through a focus on key moments. These will include religious encounters, military confrontations, and legal struggles as well as social and artistic interactions. ",3,,US,HP,,,,3.67,"Marshall, Lindsay",3.67
HIST279,Mexican-American History,,3,,US,HP,,,,,,
HIST281,Constructing Race in America,"Interdisciplinary examination of the historical, cultural, and social dimensions of race and ethnicity in the United States. Explores the complex and intricate pursuit of multiracial and multicultural democracy. ",3,,US,HP,,,,3.41,"Barnes, Teresa A",3.61
HIST283,Asian American History,"Exploration of the migrations of peoples from the Asian continent into the United States, their attempts to build family and community, and their subsequent impact on American history. ",3,,US,HP,,,,3.33,"White, Megan S",3.58
HIST285,US Gender History to 1877,"This course surveys the history of gender formations in the United States to 1877. Although it pays some attention to manhood and masculinity, it focuses on the history of women from a variety of social groups and on gender ideas pertaining to women. Throughout, it considers the ways gender intersected with categories such as race and class as it placed women of different backgrounds in differential positions. ",3,,US,HP,,,,,,
IB110,Race and Environmental Biology,"The environment each person experiences is created by cultural, biological, and political factors. We will explore how race and culture shape environment and the underlying biological processes that influence the people and organisms that occur in these environments. We will also explore how politics can further shape environments for various racial and ethnic groups.",3,,US,,LS,,,,,
ITAL156,Exploring Rome: History and Culture of the Eternal City,"Examines Rome and its roles (religious, political, cultural) in Italian culture from ancient times to the present day. Through history, film, literature, painting and architecture, we will explore the Rome through its various historical and political developments and the effects the city has had on wider Italian and global perception of the ""Eternal City"". All readings and class meetings are in English.",3,,WCC,LA,,,,3.52,"Rota, Emanuel",3.52
JS108,Religion & Society in West I,,3,,WCC,HP,,,,,,
JS120,A History of Judaism,,3,ACP,,HP,,,,,,
JS201,History of Antisemitism,Studies the negative representations of Judaism and Jews from antiquity to the modern world. Topics include: Greco-Roman concepts of the Jewish religion; medieval Christian symbolization of the demonic Jew; Jews and negative attitudes to capitalism; blood purity and blood libel; the rise of racial prejudice in the modern nation state; totalitarianism and genocide; antisemitism and anti-Zionism. ,3,,WCC,HP,,,,,,
JS209,Jewish American and US Minority Literatures in Dialogue,"How does Jewish American Literature compare with/influence/be influenced by other U.S. Minority Literatures? What can we say about the similarities and differences between the Jewish American experience and that of many other US minority literatures? What does the dialogue between them sound like? By looking at some examples of Jewish American Literature and comparing and analyzing the dialogue between Jewish American Literature and myriad U.S. Minority literatures this course aims to grapple with these and other questions. We will explore the experiences, conditions, and perspectives of the U.S. Minority literatures we are able to peruse. We will encourage comparison across these different contexts while also preserving the distinctions inherent in each minority group. ",3,,US,LA,,,,,,
JS212,Israeli Cinema and Television,"Examination of Israeli cinema from its documentary beginnings to its internationally award winning feature films. First established as a way to record the developments of the Jewish community in Palestine, after Independence in 1948, it became a way to explore the ideals and values of the new state. Trapped between Eastern and Western cinematic tradition, we will view heroic cinema, new wave, and bourekas films. Through lectures, readings and film screenings this seminar examines the diversity of Israeli society, including religious/secular divisions, the Arab-Israeli Conflict, the Holocaust, gay cinema and the country's ethnic diversity including Palestinian, Russian, and Mizrachi identity. All films are subtitled and no previous knowledge of cinema or Israel is required. ",3,,WCC,LA,,,,,,
JS231,Development of Ancient Cities,,3,,WCC,HP,,,,,,
JS262,Zionism: A Global History,,3,,WCC,HP,,,,,,
JS320,Lit Responses to the Holocaust,,3,,WCC,LA,,,,,,
LA222,Islamic Gardens & Architecture,"Study of the formation, history, and meaning of the landscape and architecture of the Islamic world. ",3,,NW,HP,,,,2.92,"Ruggles, D F",2.92
LAST170,Introduction to Latin America,"Interdisciplinary introduction to the ways of life of Latin American peoples, their origins and current expressions; discusses social, economic issues, and domestic and international policies related to them in the context of other societies in developing countries.",3,,NW,,,,SS,3,"Burga Cahuana, Carol M",3.32
LAST210,Life in the Andes,"An overview of contemporary Andean culture, as practiced by the people in Peru, Bolivia, and Ecuador. This culture is the result of the resilience of the pre-Hispanic Andean heritage, and the continuous adaptation Andean people have practiced, first, to control their environment and, then, to survive and overcome colonial and postcolonial forms of subordination. No prior knowledge of Spanish, Quechua, or the Andes is required.",3,,NW,,,,SS,,,
LEAD230,Leadership Communications,"Application of communication skills used in the dissemination of information by public or organizational leaders in contemporary times. Founded on empirical leadership studies and through use of experiential learning activities, presentations, projects, and examinations, students will consider how identity and the setting impact what they write, say, and do when communicating a message.",3,ACP,,,,,SS,,,
LING250,American Voices: Linguistic Diversity in the US,"The United States has a vast and varied linguistic landscape that has been shaped by a unique medley of peoples and cultural practices. From the colonization of North America to contemporary politics and popular culture, language has helped to connect us in many ways, and has also served as a tool for making and maintaining difference. This course explores issues of standardization, language maintenance, linguistic discrimination, identity formation, and many others to consider the ways ""diversity"" is not only a multiplicity of different histories, beliefs, and practices, but can also become a means of interpersonal prejudice and structural inequity.",3,,US,,,,SS,3.5,"Smalls, Krystal A",3.5
LING270,"Language, Technology & Society","What technologies have humans developed to augment the quintessential human ability: language? We start with the development of writing, the first technology that was specifically designed for language, and trace its history through the invention of printing, and into the digital age. With the advent of computers the relevance of language for technology has broadened significantly. We review technologies such as automatic speech recognition, speech synthesis and automatic translation, and discuss their implications for present and future human-machine interaction. ",3,,WCC,,,,BSC,3.47,"Dell, Brennan M",3.57
LLS100,Intro Latina/Latino Studies,"Interdisciplinary introduction to the basis for a Latina/Latino ethnicity in the United States. Topics include immigration and acculturation experiences and their commonalities and differences, comparison of Latina/Latino experiences to those of other racial, ethnic and immigrant groups, and the potential for a pan-ethnic identity.",3,,US,,,,SS,3.21,"Mora, Juan I",3.61
LLS200,U.S. Race and Empire,,3,,US,HP,,,,,,
LLS201,US Racial & Ethnic Politics,,3,,US,,,,SS,,,
LLS242,Intro to Latina/o Literature,"Survey of literature by and about people of Mexican, Puerto Rican, Cuban, and other Latina/o descent in the United States. Taught in English. ",3,,US,LA,,,,2.89,"Terrones, Lettycia",2.89
LLS259,Latina/o Anthropology,,3,,US,,,,SS,,,
LLS279,Mexican-American History,"Examination of the history of Mexican Americans living within the United States from the Spanish Conquest to the twentieth century. Explores the process of migration, settlement, assimilation, and discrimination with emphasis on continuity and change in Mexican cultural development. ",3,,US,HP,,,,3.5,"Peralta, Christine N",3.62
LLS281,Constructing Race in America,,3,,US,HP,,,,,,
LLS310,Race and Cultural Diversity,,4,ACP,US,,,,,,,
LLS360,Contemporary US Latina/o Lit,Focuses on the major U.S. Latina/Latino writers and texts and their depictions of the events that have shaped 20th-and 21st-Century U.S. Latina/Latino cultures.,3,,US,LA,,,,2.97,"Romero, Rolando J",2.97
MACS100,Intro to Popular TV & Movies,"The goal of this course is for students to begin to develop a critical understanding of the role of popular movies and television in their own lives and in U.S. culture.  The course looks at issues of the relationship of media to social violence, gender identities, sexual identities, adolescents, minority cultures, and the role of the U.S. media globally. It also considers some of the major media genres that characterize U.S. popular television and movies.",3,,WCC,LA,,,,3.55,"Mukhopadhyay, Anirban",3.9
MACS264,Creative and Information Economies,"An introduction to the political economy of the media in the U.S.  The purpose of the class is to acquaint students with a core understanding of how the media system operates, and with what effects, in a capitalist society. The course examines the role of advertising, public relations, corporate concentration, and government regulation upon journalism, entertainment, culture, and participatory democracy. The class also examines issues such as the Internet, globalization, and public broadcasting.",4,,WCC,HP,,,,3.43,"Heuman, Joshua M",3.61
MDVL201,Medieval Literature and Culture,,3,,WCC,LA,,,,,,
MDVL251,Viking Mythology,,3,,WCC,HP,,,,,,
MDVL255,British Isles to 1688,,3,,WCC,HP,,,,,,
MUS130,Music Then and Now,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. ",3,,WCC,LA,,,,3.5,"Magee, Gayle S",3.9
MUS132,Popular Music Studies,"Courses within this rubric provide an analytical and historical introduction to genres of popular music from the United States and around the world. Iterations of the course may focus on a specific genre, such as Rock, Reggae, or Afropop, or may deal with broader subjects, such as the continua of styles including R&B, Soul, Funk, and Hip Hop, or the pan-generic, international phenomenon of pop music globalization in the twentieth century.",3,,US,LA,,,,3.44,"Eagen, Megan K",3.44
MUS133,Introduction to World Music,A survey of various musical traditions from different regions and peoples of the world.,3,,NW,LA,,,,3.4,"Tsekouras, Ioannis",3.49
NRES224,Social Justice and Environment,"Over the last 25 years, Environmental Justice (EJ) has expanded from its earliest focus combating environmental racism in the US to an influential global phenomenon. What is EJ and how do we realize it in public policy? Students in this course will examine environmental issues through the lens of social justice and human inequality. We explore how EJ makes connections between environmental (pollution, biodiversity, food, climate) and social justice issues (race, ethnicity, gender, class) in order to inform public policy and mitigate environmental problems.",3,,US,,,,SS,,,
PHIL100,Intro to Philosophy-ACP,"Consideration of some main problems of philosophy concerning, for example, knowledge, God, mind and body, and human freedom. Course is identical to PHIL 101 except for the additional writing component. ",3,ACP,,HP,,,,,,
PHIL103,Logic and Reasoning QR II,"Practical study of logical reasoning; techniques for analyzing and criticizing arguments, with emphasis on assessing the logical coherence of what we read and write. ",3,,,HP,,QR2,,2.7,"Livengood, Jonathan M",3.07
PHIL104,Intro to Ethics-ACP,"Some basic questions of ethics, discussed in the light of influential ethical theories and with reference to specific moral problems, such as: What makes an action morally right? Are moral standards absolute or relative? What is relation between personal morality and social morality, and between social morality and law? Course is identical to PHIL 105 except for the additional writing component. ",3,ACP,,HP,,,,,,
PHIL108,Religion & Society in West I,,3,,WCC,HP,,,,,,
PHIL110,World Religions,,3,,NW,HP,,,,,,
PHIL316,Ethics and Engineering,,3,ACP,,HP,,,,,,
PLPA200,"Plants, Pathogens, and People","Plant diseases and their impact on food supplies and human history are studied in lectures, demonstrations and discussions. Issues of food production and safety, pesticide use and human health, and the environment are considered. Includes the biology of pathogens that cause plant disease. ",3,ACP,,,LS,,,3.75,"Lambert, Kris N",3.8
PORT150,Writing Brazilians into the U.S.,"Explores ethnic and race relations, gendered and sexualized asymmetries, and class inequities for Brazilians in the US through an interdisciplinary approach grounded in anthropology, cultural studies, and ethnic studies. Students will learn how Brazilian identity in the US is not uniform or static, but rather historically contingent, plural, and contested, and how migrants and their descendants shape ""minority"" as well as ""majority"" categories in the US.",3,,US,,,,SS,,,
PS152,The New Middle East,"Discussion of contemporary sociopolitical change and current events in the Middle East. We will explore the background to these events, the factors that are driving them, and the short-term and long-term implications for the region and the world. Course reflects diverse fields of study, including cultural studies, economics, education, history, law, linguistics, literature, media, religion, political science, and sociology. ",3,,NW,,,,SS,,,
PS201,US Racial & Ethnic Politics,"Examines efforts by racial and ethnic communities to organize politically and by society to allocate resources based on race or ethnicity. Topical focus includes African Americans, Latinos, Asian Americans, Native Americans, and white ethnics. The primary goal of the course is to develop a more comprehensive understanding of racial and ethnic politics by identifying commonalities and differences among these groups and their relationship to the state. ",3,,US,,,,SS,3.37,"Baser, Caglayan",3.37
PS241,Comp Politics in Dev Nations,"Provides comparative and historical insights into the problems affecting the developing world by examining social, economic and political changes in Africa, Asia, and Latin America.",3,,NW,,,,SS,3.06,"Pettit, William M",3.32
PS282,Governing Globalization,"Examines the historical, socio-economic, political, and moral dimensions associated with the rise of a global society and its governance. ",3,ACP,,,,,SS,3.53,"Iannantuoni, Alice",3.53
PSYC236,Madness and Modern Society,,3,,WCC,HP,,,,,,
REES116,Intro to Russian Culture,,3,,WCC,LA,,,,,,
REL104,Asian Mythology,"Introductory survey of the mythologies of India, China, and Japan. ",3,,NW,HP,,,,3.28,"Ellingson, Hannah G",3.55
REL108,Religion & Society in West I,"Introduction to classic writers and texts in Western religious and social thought from antiquity to the Enlightenment, with emphasis on their social and historical contexts. ",3,,WCC,HP,,,,3.9,"Rosenstock, Bruce",3.9
REL110,World Religions,"Survey of the leading living religions, including Hinduism, Buddhism, Confucianism, Taoism, Judaism, Christianity, and Islam; examination of basic texts and of philosophic theological elaborations of each religion. ",3,,NW,HP,,,,3.63,"Acar, Asena",3.89
REL120,A History of Judaism,"Examines the social, political, economic, and intellectual history of the Jews from Abraham to the present-day, with particular attention to Jewish thought and society. ",3,ACP,,HP,,,,,,
REL132,Zen,"Introduces the history, teachings, and practice of Zen Buddhism in China and Japan. ",3,,NW,HP,,,,3.67,"Mayer, Alexander L",3.67
REL160,Ancient Greek & Roman Religion,,3,,WCC,HP,,,,,,
REL212,History of Antisemitism,,3,,WCC,HP,,,,,,
REL214,Introduction to Islam,"History of Islamic thought from the time of Muhammad to the present, including the prophethood of Muhammad, the Qur'an, theology and law, mysticism and philosophy, sectarian movements, modernism and legal reform, and contemporary resurgence. ",3,,NW,HP,,,,,,
REL215,African Muslim Societies,,3,,NW,HP,,,,,,
REL251,Viking Mythology,,3,,WCC,HP,,,,,,
REL260,Mystics and Saints in Islam,"Examines mystical concepts and practices in Islam through the ages, through the lives and writings of important mystics and Sufi holy men and women, as well as the integration of mysticism and the Sufi Orders into Muslim society and Islamic orthodoxy. ",3,,NW,LA,,,,,,
REL320,Lit Responses to the Holocaust,,3,,WCC,LA,,,,,,
RUSS115,Intro to Russian Culture,"Introduction to the culture of Russia and the USSR. Course addresses two central themes. First, the very distinctiveness of Russian culture, and the functions of  that notion within Russia and for outsiders; Second, Russia as a cultural space between East and West. We will explore Russian culture through the following, the language(s); foundational narratives of collective memory going back to the medieval times; the cultural impact of colonial subjugation both by and of peoples to the East, South, and West; Russian Orthodoxy's connection with the political and cultural spheres; peak achievements in literature, music, architecture and visual arts. ",3,,WCC,LA,,,,,,
SAME152,The New Middle East,,3,,NW,,,,SS,,,
SAME212,Israeli Cinema and Television,,3,,WCC,LA,,,,,,
SAME214,Introduction to Islam,,3,,NW,HP,,,,,,
SAME260,Mystics and Saints in Islam,,3,,NW,LA,,,,,,
SCAN251,Viking Mythology,Studies pre-Christian beliefs of the Germanic peoples as reflected primarily in medieval Icelandic prose and poetry (in translation). ,3,,WCC,HP,,,,3.37,"Cornell, Megan E",3.63
SHS222,Language & Culture of Deaf Communities,"Students will learn about culture and how it is manifested in various subgroups of society with a particular focus on the culture and language of Deaf people in the United States. Themes include: the linguistics of American Sign Language, aspects of social unity for Deaf people, common experiences of Deaf individuals, the educational system and Deaf students, and current issues that affect the Deaf community. For those students requiring 4 semesters of language other than English credit (LAS or BUS), SHS 222 can be used as the fourth course in the American Sign Language sequence that includes SHS 121, 221, and 321 to fulfill that requirement but cannot also then be used for Gen Ed requirements. ",3,,US,,,,SS,3.68,"Davies Brenier, Laura",3.81
SOC160,Global Ineq and Social Change,"Introduces sociological concepts of poverty, inequality, and social change within a global context. Themes explored include basic food security, poverty and hunger; population and resource distribution; foreign aid and development institutions; and social policies and movements for change. Course approach is historical and transnational, and typically includes case studies from Africa, Asia, Latin America, and the United States.",3,,NW,,,,SS,3.15,"Peach, Matthew",3.26
SOC161,Introduction to Poverty,"Introduction to sociological research about the views, experiences, causes, and consequences of poverty in both advanced and developing countries. The purpose of the course is to set the facts straight about who experiences poverty, why poverty remains pervasive, and what is being done, at home and abroad, to alleviate poverty.",3,,WCC,,,,SS,3.12,"Dill, Brian",3.12
SOC162,Intro to Intl Health Policy,"Introduces students to international health policy. Students will learn about data sources, basic analytical techniques, and theoretical frameworks for understanding international health policy. From a sociological perspective, students will explore why health issues are essential components to discussion of globalization, immigration, and migration. Students also will learn how health policy and foreign policy decisions in the developed world influence health policy and health care delivery in the developing world.",3,,WCC,,,,SS,3.03,"VanHeuvelen, Jane",3.38
SOC225,Race and Ethnicity,"Sociological and social-psychological analysis of minority groups; illustrative material drawn from representative racial, ethnic, and status groups. ",3,,US,,,,SS,3.44,"Schneider, Matthew J",3.58
SOCW297,Asian Families in America,"Offers a comparative analysis of Asian families as they cope and adapt to American society. Examines: 1) how families from four major Asian-American groups (Chinese, Indian, Japanese and Korean) function in American society; 2) how these families compare to families in their country of origin; and 3) how these families are similar to or different from the 'typical American' family. Includes visits to Asian cultural institutions and with Asian families. ",3,,US,,,,SS,3.97,"Balgopal, Anita A",3.97
SOCW300,Diversity: Identities & Issues,"This introductory course explores multiple dimensions of diversity in a pluralistic and increasingly globalized society. Using a social work strengths perspective as well as historical, constructivist, and critical conceptual frameworks; the course examines issues of identity, culture, privilege stigma, prejudice, and discrimination. The social construction and implications of race, class, gender, sexual orientation, and other dimensions of difference is examined at individual, interpersonal, and systems levels. Students are expected to use the course material to explore their personal values, biases, family backgrounds, culture, and formative experiences in order to deepen their self-awareness and develop interpersonal skills in bridging differences. Finally, students apply learning from the course to identify characteristics of effective social work and other health and human service provision among people culturally different themselves; and to identify opportunities for change contributing to prejudice reduction and cross-cultural acceptance at home, work and in society.",3,ACP,US,,,,,3.44,"Goffnett, Jacob M",3.48
SPAN242,Intro to Latina/o Literature,,3,,US,LA,,,,,,
SPAN248,"Latin American Diaspora through Film: Beyond Braceros, Narcos, and Latin Lovers","Study of the relationships between Latinx and Latin American culture through film, focusing on sociohistorical processes (migrations, assimilation, political struggles, nationalism, globalization). It goes beyond onscreen stereotypes about Latinx and Latin Americans (narcotraffickers, undocumented migrants and Latin lovers) promoting nuanced perspectives on issues affecting Latinas/os and Latin Americans in their relationship with US culture. 40% of the films are Latin American and 60% Latinx (made in the US). Taught in English.",3,,US,LA,,,,,,
THEA110,Broadway Musicals,"A cultural context of the uniquely ""American"" Broadway musical through an introduction to the art form, an analysis of the pertinent time period, and historical and critical placement of the work as a reflection (and development) of the identity of the United States. This course will introduce the collaborative artistry of the musical, survey specific iconic works, and explore the socio-economic impacts of the Broadway musical. Attendance at selected performances is required.",3,,WCC,LA,,,,3.58,"Morrissette, Jason W",3.82
THEA210,Introduction to Greek and Roman Theater,,3,ACP,WCC,LA,,,,,,
TSM311,Humanity in the Food Web,"The human food web is the complex network of technologies, environments, people, and social institutions that produces, processes, and distributes the world's food supply. Students will study the food webs of the past, present, and future and will explore various human roles, including their own, in the global technology-environment-society-food system. Course topics include domestication, mechanization, urbanization, the green revolution, biotechnology, food safety, the environment, and appropriate technologies for developing countries. ",3,ACP,,HP,,,,3.37,"Rodriguez, Luis F",3.4
YDSH320,Lit Responses to the Holocaust,"Course introduces a variety of Jewish literary responses to the Holocaust written during and after the Second World War (from 1939). The discussion of Holocaust memoirs, diaries, novels, short stories, poems, and other texts will focus on the unique contribution of literary works to our understanding of the Holocaust. In addition, the works and their authors will be situated in their Jewish cultural historical context. Taught in English translation. ",3,,WCC,LA,,,,,,
